TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	label
Drohung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
aber	O	_	O	_	_	O	_	_	NoSpaceAfter	6
dennoch	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
gegen	O	_	O	_	_	O	_	_	_	6
Harry	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
s	O	_	O	_	_	O	_	_	_	6
Leben	O	_	O	_	_	O	_	_	_	6
richtete	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Schon	O	_	O	_	_	O	_	_	NoSpaceAfter	6
gelegentlich	O	_	O	_	_	O	_	_	_	6
unseres	O	_	O	_	_	O	_	_	_	6
letzten	O	_	O	_	_	O	_	_	_	6
Zusammentreffens	O	_	O	_	_	O	_	_	_	6
erklärte	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ihm	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
legalem	O	_	O	_	_	O	_	_	_	6
Wege	O	_	O	_	_	O	_	_	_	6
mein	O	_	O	_	_	O	_	_	_	6
Recht	O	_	O	_	_	O	_	_	_	6
suchen	O	_	O	_	_	O	_	_	_	6
würde	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
wenn	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
endlich	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Zukunft	O	_	O	_	_	O	_	_	_	6
unseres	O	_	O	_	_	O	_	_	_	6
Kindes	O	_	O	_	_	O	_	_	_	6
sicherstelle	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Ich	O	_	O	_	_	O	_	_	_	6
wäre	O	_	O	_	_	O	_	_	_	6
dazu	O	_	O	_	_	O	_	_	_	6
durch	O	_	O	_	_	O	_	_	_	6
Vorlage	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
entsprechenden	O	_	O	_	_	O	_	_	_	6
Korrespon¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
denz	O	_	O	_	_	O	_	_	_	6
ohne	O	_	O	_	_	O	_	_	_	6
weiteres	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Lage	O	_	O	_	_	O	_	_	_	6
gewesen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Während	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
ganzen	O	_	O	_	_	O	_	_	_	6
Minute	O	_	O	_	_	O	_	_	_	6
trommelte	O	_	O	_	_	O	_	_	_	6
McMann	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
gedankenverloren	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Schreibtischplatte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Endlich	O	_	O	_	_	O	_	_	_	6
blickte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
er	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Schön	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Miß	O	_	O	_	_	O	_	_	_	6
Manning	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
,	O	_	O	_	_	O	_	_	_	6
schildern	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	_	6
nun	O	_	O	_	_	O	_	_	_	6
einmal	O	_	O	_	_	O	_	_	NoSpaceAfter	6
hübsch	O	_	O	_	_	O	_	_	_	6
ausführlich	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Reihe	O	_	O	_	_	O	_	_	_	6
nach	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Vorgänge	O	_	O	_	_	O	_	_	_	6
am	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Freitagabend	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
geschickt	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
Wege	O	_	O	_	_	O	_	_	_	6
brachten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Borden	O	_	O	_	_	O	_	_	_	6
empfangen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Gern	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
Als	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
an	O	_	O	_	_	O	_	_	_	6
jenem	O	_	O	_	_	O	_	_	_	6
Tage	O	_	O	_	_	O	_	_	_	6
zufällig	O	_	O	_	_	O	_	_	_	6
beim	O	_	O	_	_	O	_	_	_	6
Star¬	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter|EndOfLine	0
bridge	I-LOC	_	O	_	_	O	NIL	_	_	2
Building	I-LOC	_	O	_	_	O	NIL	_	_	2
vorüberkam	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
bemerkte	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
anderen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Straßenseite	O	_	O	_	_	O	_	_	_	6
Borden	B-PER	_	O	_	_	O	NIL	_	_	1
und	O	_	O	_	_	O	_	_	_	6
seinen	O	_	O	_	_	O	_	_	_	6
Begleiter	O	_	O	_	_	O	_	_	_	6
Jake	B-PER	_	O	_	_	O	NIL	_	_	1
Bailey	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	NoSpaceAfter	6
gerade	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Gebäude	O	_	O	_	_	O	_	_	_	6
eintraten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Ich	O	_	O	_	_	O	_	_	_	6
überschritt	O	_	O	_	_	O	_	_	_	6
schnell	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Fahrdamm	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	_	6
ihnen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
folgen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wartete	O	_	O	_	_	O	_	_	_	6
jedoch	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
lange	O	_	O	_	_	O	_	_	NoSpaceAfter	6
außerhalb	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Windtüren	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
bis	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
annehmen	O	_	O	_	_	O	_	_	_	6
konnte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
mit	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Herren	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
mehr	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Lift	O	_	O	_	_	O	_	_	_	6
zusammentreffen	O	_	O	_	_	O	_	_	_	6
würde	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Ungesehen	O	_	O	_	_	O	_	_	_	6
passierte	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Halle	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
stieg	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Treppen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
hinauf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Genaue	O	_	O	_	_	O	_	_	_	6
Zeitangabe	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
bitte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Das	O	_	O	_	_	O	_	_	_	6
weiß	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
denn	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
denn	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
besitze	O	_	O	_	_	O	_	_	_	6
keine	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Uhr	O	_	O	_	_	O	_	_	_	6
mehr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
gestand	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Frau	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
gramvolle	O	_	O	_	_	O	_	_	_	6
Zug	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ihren	O	_	O	_	_	O	_	_	_	6
Mund	O	_	O	_	_	O	_	_	_	6
schien	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
vertiefen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Es	O	_	O	_	_	O	_	_	_	6
muß	O	_	O	_	_	O	_	_	_	6
kurz	O	_	O	_	_	O	_	_	_	6
nach	O	_	O	_	_	O	_	_	NoSpaceAfter	6
halb	O	_	O	_	_	O	_	_	_	6
acht	O	_	O	_	_	O	_	_	_	6
gewesen	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Obwohl	O	_	O	_	_	O	_	_	_	6
Martha	B-PER	_	O	_	_	O	NIL	_	_	1
Manning	I-PER	_	O	_	_	O	NIL	_	_	7
drauf	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
dran	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Ruth	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
s	O	_	O	_	_	O	_	_	NoSpaceAfter	6
schöne	O	_	O	_	_	O	_	_	_	6
Verdachtskonstruktion	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
viel	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ihren	O	_	O	_	_	O	_	_	_	6
Jack	B-PER	_	O	_	_	O	NIL	_	_	1
versprochen	O	_	O	_	_	O	_	_	_	6
hatte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
zum	O	_	O	_	_	O	_	_	_	6
Einsturz	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
bringen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
konnte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ruth	B-PER	_	O	_	_	O	NIL	_	_	1
doch	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
umhin	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
innerlich	O	_	O	_	_	O	_	_	_	6
über	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
enttäuschte	O	_	O	_	_	O	_	_	_	6
Gesicht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
des	O	_	O	_	_	O	_	_	_	6
Detektivs	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
lächeln	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Na	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
wozu	O	_	O	_	_	O	_	_	_	6
diese	O	_	O	_	_	O	_	_	_	6
theatralischen	O	_	O	_	_	O	_	_	_	6
Pausen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	_	6
warf	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	NoSpaceAfter	6
jetzt	O	_	O	_	_	O	_	_	_	6
gereizt	O	_	O	_	_	O	_	_	_	6
hin	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ich	O	_	O	_	_	O	_	_	_	6
bin	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
wenig	O	_	O	_	_	O	_	_	_	6
kurzatmig	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
entschuldigte	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Beim	O	_	O	_	_	O	_	_	_	6
Aufstieg	O	_	O	_	_	O	_	_	_	6
ließ	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
mehr	O	_	O	_	_	O	_	_	_	6
Zeit	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
hoffte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
daß	O	_	O	_	_	O	_	_	_	6
Jake	B-PER	_	O	_	_	O	NIL	_	_	1
Bailey	I-PER	_	O	_	_	O	NIL	_	_	7
sich	O	_	O	_	_	O	_	_	_	6
bald	O	_	O	_	_	O	_	_	_	6
entfernen	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
somit	O	_	O	_	_	O	_	_	_	6
Gelegen¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
heit	O	_	O	_	_	O	_	_	_	6
finden	O	_	O	_	_	O	_	_	_	6
werde	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Harry	B-PER	_	O	_	_	O	NIL	_	_	1
Borden	I-PER	_	O	_	_	O	NIL	_	_	7
unter	O	_	O	_	_	O	_	_	_	6
vier	O	_	O	_	_	O	_	_	_	6
Augen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
sprechen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Und	O	_	O	_	_	O	_	_	_	6
erreichten	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
Ihre	O	_	O	_	_	O	_	_	_	6
Absicht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	_	6
drängte	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Inspektor	O	_	O	_	_	O	_	_	_	6
ungeduldig	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
da	O	_	O	_	_	O	_	_	_	6
Martha	B-PER	_	O	_	_	O	NIL	_	_	1
Manning	I-PER	_	O	_	_	O	NIL	_	_	7
zunächst	O	_	O	_	_	O	_	_	_	6
einen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
heftigen	O	_	O	_	_	O	_	_	_	6
Hustenanfall	O	_	O	_	_	O	_	_	_	6
überwinden	O	_	O	_	_	O	_	_	_	6
mußte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Der	O	_	O	_	_	O	_	_	_	6
Korridor	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
obersten	O	_	O	_	_	O	_	_	_	6
Stockwerkes	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	_	6
menschen¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
leer	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
vorsichtig	O	_	O	_	_	O	_	_	_	6
näherte	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
mich	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Bureau	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
An	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Tür	O	_	O	_	_	O	_	_	_	6
blieb	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
stehen	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
horchte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Jake	B-PER	_	O	_	_	O	NIL	_	_	1
schien	O	_	O	_	_	O	_	_	_	6
immer	O	_	O	_	_	O	_	_	_	6
noch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
anwesend	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
weshalb	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
mich	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
Nische	O	_	O	_	_	O	_	_	_	6
hinter	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Fahrstuhl	O	_	O	_	_	O	_	_	_	6
zurückzog	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Endlich	O	_	O	_	_	O	_	_	_	6
erschien	O	_	O	_	_	O	_	_	_	6
Mr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Bailey	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
nach¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
dem	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
mich	O	_	O	_	_	O	_	_	_	6
überzeugt	O	_	O	_	_	O	_	_	_	6
hatte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Lift	O	_	O	_	_	O	_	_	_	6
gefahren	O	_	O	_	_	O	_	_	NoSpaceAfter	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
lief	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
schnell	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
Harrys	B-PER	_	O	_	_	O	NIL	_	_	1
Kontor	I-PER	_	O	_	_	O	NIL	_	_	7
zurück	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
klopfte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
heftig	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
damit	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
denken	O	_	O	_	_	O	_	_	_	6
sollte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
sein	O	_	O	_	_	O	_	_	_	6
Leibwächter	O	_	O	_	_	O	_	_	_	6
nochmals	O	_	O	_	_	O	_	_	NoSpaceAfter	6
zurückgekommen	O	_	O	_	_	O	_	_	_	6
sei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Richtig	O	_	O	_	_	O	_	_	_	6
riß	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Tür	O	_	O	_	_	O	_	_	_	6
weit	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
ehe	O	_	O	_	_	O	_	_	NoSpaceAfter	6
er	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
verhindern	O	_	O	_	_	O	_	_	_	6
konnte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
schlüpfte	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
hinein	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Freute	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
natürlich	O	_	O	_	_	O	_	_	_	6
unsagbar	O	_	O	_	_	O	_	_	_	6
über	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
lieben	O	_	O	_	_	O	_	_	_	6
Be¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
such	O	_	O	_	_	O	_	_	_	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	_	6
bemerkte	O	_	O	_	_	O	_	_	_	6
McMann	B-PER	_	O	_	_	O	NIL	_	_	1
sarkastisch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Nein	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
versetzte	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
ruhig	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Aber	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
fand	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Tatsache	O	_	O	_	_	O	_	_	_	6
meiner	O	_	O	_	_	O	_	_	_	6
Anwesenheit	O	_	O	_	_	O	_	_	_	6
ab	O	_	O	_	_	O	_	_	_	6
